ID,Recency,Frequency,Monetary
00469814,11.229184,-15.921022,11463.453
00460865,8.77428,-17.427412,10577.588
00461886,7.0023456,-19.308956,4480.896
00461946,7.2122874,-19.373598,5898.5366
00462241,4.3292646,-21.074377,3379.8804
00462616,4.1160097,-25.156254,11032.173
00462623,4.86273,-23.113155,6163.8516
00462654,2.3919213,-29.918339,28446.877
00466696,3.547674,-23.768017,5982.3247
00468182,9.006639,-18.916677,9357.422
00468229,8.058762,-20.570494,9168.023
00468342,9.61126,-18.053034,8742.607
00468458,8.54181,-19.623898,10412.973
00480604,4.033475,-23.329737,10801.804
00482400,2.7108436,-20.743082,10388.859
00482469,5.5921836,-23.108242,13075.238
00483421,7.533647,-20.564413,10707.851
00483445,4.4925623,-25.104963,12234.594
00484121,5.3682623,-23.334116,4549.4946
00484992,3.2183392,-22.657124,9102.433
00486408,4.595945,-24.789068,7290.1953
00489133,5.887947,-23.437096,4047.0498
00489161,9.565525,-18.314121,9009.524
00489188,6.5468845,-22.547962,8170.413
00489201,4.8792577,-23.473825,5042.5938
00490962,8.266067,-17.813969,7995.1343
00491341,5.0888677,-20.281483,2036.638
00494066,9.035597,-20.695364,29323.205
00494090,9.372081,-17.915987,11178.015
00494624,8.106087,-19.403505,9247.915
00495158,3.6958473,-26.442898,11572.754
00496956,8.613942,-18.952526,12161.053
00496121,4.33535,-22.933699,6419.823
00496869,7.6906776,-20.37575,11736.159
00502139,9.741272,-17.394447,16273.341
00502443,7.43085,-19.806612,6173.1553
00502563,4.4854035,-23.924936,6381.728
00504195,3.4984336,-24.400421,1910.7712
00504256,11.71495,-14.516798,11422.797
00504468,3.3625655,-24.909573,3449.577
00504553,6.866669,-20.844198,6067.558
00506618,12.5113,-13.97971,14252.895
00511445,3.428253,-21.66395,1788.8645
00512909,6.3584914,-21.686535,10027.114
00515030,9.230725,-19.360968,15544.906
00515320,3.55308,-26.790136,10639.743
00515900,10.066972,-17.146877,12516.373
00516440,2.6524725,-26.404432,11788.283
00516464,7.283167,-21.277393,11309.557
00516461,3.0071378,-20.55088,-431.5771
00516609,3.6918597,-22.839952,1535.1572
00516921,2.3287406,-30.11692,20594.053
00516140,3.6437047,-25.614841,6458.953
00516935,9.736022,-18.726486,20284.682
00518208,2.6836183,-22.385315,2028.5314
00518641,5.2687616,-23.567339,3478.1672
00518888,9.267417,-17.785143,8681.728
00519631,5.647684,-23.538012,5618.8643
00520010,3.3206437,-24.731684,10250.024
00520058,3.6291232,-25.305782,6464.3354
00520850,4.229386,-23.910797,6870.325
00520942,10.1713505,-15.58024,11263.355
00524094,4.1103907,-24.232353,1521.4077
00524964,10.503117,-16.768545,19890.326
00525008,8.048872,-20.853712,22900.582
00525251,8.765418,-19.513548,13934.826
00525558,10.113785,-17.955734,20245.186
00526064,7.2355876,-20.794992,4843.7725
00526968,6.5760617,-21.38761,7802.1855
00526026,9.559731,-18.327045,14267.614
00528146,9.946875,-17.844965,9663.184
00528166,1.4947606,-25.04551,8638.406
00528436,10.657396,-16.88756,11945.864
00528563,8.370129,-20.365637,15062.76
00529630,8.17416,-19.803854,5801.3574
00529661,10.434289,-16.606531,9017.207
00529815,3.5290205,-23.550669,4100.5054
00530958,4.305795,-22.061543,1688.6316
00530965,4.255921,-22.149729,2731.505
00531466,7.8739657,-19.046427,8301.0
00531498,9.807462,-17.254637,18593.95
00531626,3.8403447,-29.002563,38254.598
00532303,7.637518,-19.939598,6499.9766
00532495,10.003501,-16.240616,11287.504
00532648,3.6375055,-22.57608,3277.1274
00532662,3.2900548,-23.852211,7940.375
00532693,8.76861,-18.140085,12858.513
00533515,6.0174475,-22.497654,8271.454
00533665,3.80019,-24.836073,6573.9795
00534109,2.757532,-25.67738,9974.411
00534659,8.30011,-18.97459,9373.1
00534610,4.4272094,-23.169018,5213.596
00534819,6.1438456,-22.064047,7420.614
00535090,7.181241,-20.829853,6605.3896
00536363,7.9119916,-20.185566,9276.332
00536585,9.245919,-22.901142,46143.508
00536621,11.303317,-15.806953,14833.247
00536169,5.404533,-23.481882,4198.4917
00536642,7.223848,-21.672623,12865.658
00536858,3.236208,-22.927952,3149.4153
00536919,8.218036,-19.295132,6368.6533
00538923,11.352438,-16.74717,21368.06
00538930,4.2590985,-22.416792,2661.6968
00539163,3.953324,-25.693623,4408.0156
00539486,8.022054,-20.295689,9350.918
00539494,9.269775,-18.109497,7130.369
00539500,7.3738766,-21.325806,5195.8477
00539586,3.014814,-22.13535,674.13824
00539593,8.4213,-21.726542,25146.94
00539654,10.762651,-16.39632,10203.87
00539913,4.324332,-25.244253,6388.6226
00539936,9.059961,-21.649418,32314.967
00539968,6.256811,-23.39447,15276.8125
00540018,10.15074,-15.772848,8608.253
00540086,9.647094,-17.055387,13192.797
00540216,2.1508875,-23.191074,10921.389
00540643,9.888243,-16.87242,15950.779
00540611,7.3516994,-20.047445,9953.78
00541855,3.6622212,-23.60997,7364.8003
00542333,10.635828,-15.748795,10421.8
00542361,6.471673,-21.578714,9462.556
00542395,10.756352,-15.404835,12801.051
00543651,10.604789,-16.412943,16741.3
00543699,3.3457496,-21.75474,1154.1661
00543811,6.5245633,-21.835957,10607.014
00543926,2.0505612,-17.87757,1992.9152
00544068,9.17943,-18.128208,9889.2
00544511,7.633023,-20.530954,9842.184
00544634,7.6882224,-20.445217,11958.581
00545631,4.835465,-23.921812,4442.0093
00545661,8.942545,-18.211975,9848.571
00545884,10.535331,-15.473501,9229.124
00545891,10.235785,-15.98171,9954.275
00545921,9.257709,-17.602997,7860.8047
00545952,3.4252713,-23.06724,6802.5474
00546065,7.5819483,-20.487656,5925.4614
00546208,3.6882596,-26.858114,9420.838
00546291,8.092282,-20.244131,11165.13
00546314,8.602988,-20.203417,13158.125
00546680,9.893105,-19.328756,26922.24
00548396,3.5528708,-23.664663,1737.2266
00548410,3.5733624,-23.587399,6815.715
00548960,9.698495,-17.922003,13299.06
00549493,10.601741,-16.542725,10260.247
00549530,4.138408,-21.611198,1031.7126
00550634,4.988917,-22.045588,2814.0122
00551489,4.386388,-23.247719,2100.8618
00552455,2.777711,-22.251614,7037.4893
00553223,5.207224,-23.295517,3325.5176
00556665,2.5216038,-19.488647,1328.6312
00556842,3.7396607,-24.283075,8394.327
00556941,10.775497,-16.429686,15988.125
00556801,9.463614,-18.359583,11347.897
00556818,7.9504886,-20.078667,8467.623
00558068,7.3711963,-23.634743,27797.014
00558065,6.7442665,-22.13324,6637.322
00558082,10.605256,-16.62917,8952.899
00558105,9.362877,-19.005566,10201.305
00558211,5.4683313,-24.034645,4106.8384
00558341,2.7211118,-27.789331,15618.824
00558623,11.393078,-15.434502,10270.69
00559119,9.329125,-19.336567,15736.417
00559645,6.1515713,-22.557735,4027.6985
00559620,7.9437156,-20.197922,5501.8716
00561082,7.266399,-20.595287,11024.614
00561365,4.4898944,-24.523682,10533.899
00561362,6.985299,-20.932205,11858.618
00563168,4.339037,-24.204409,3770.5713
00563564,8.526851,-18.423082,8991.278
00565448,4.1737995,-22.262709,1814.6526
00565638,8.548634,-18.687994,7921.06
00566985,4.046492,-23.332087,4164.6216
00568555,9.548197,-18.653408,14355.012
00568586,4.452931,-25.30709,8756.297
00568890,4.4212723,-27.672546,22452.83
00569216,2.911025,-29.137346,16295.781
00569248,3.4098964,-27.590721,10927.063
00569583,6.7107663,-22.357311,10289.882
00569996,2.7296305,-19.404673,104.19014
00560565,9.421938,-18.094143,20560.27
00561234,3.582589,-24.799696,11490.464
00562842,4.5282845,-20.82536,3446.3694
00562866,3.735646,-20.448555,3045.146
00562996,5.2130265,-22.634607,8749.835
00563306,8.022152,-19.861967,9073.269
00563633,5.751864,-22.3943,6565.766
00563886,10.553984,-15.346703,11529.853
00564280,8.34225,-19.129921,8954.497
00564616,9.695332,-17.716236,13685.836
00565010,9.653349,-18.329075,11092.334
00565355,7.68177,-19.959385,5796.9033
00565416,4.901739,-23.795908,4740.3916
00565666,7.9337873,-19.575958,9042.373
00565928,3.5735629,-22.124075,5920.1055
00566048,8.001199,-20.848604,12603.612
00566536,1.7040124,-27.225266,18991.412
00566604,4.0846825,-22.057278,5260.7397
00566642,9.786659,-17.785992,13032.595
00566014,7.1310196,-21.858013,6791.62
00566632,10.417574,-16.672335,9713.509
00568523,9.822392,-18.082794,11151.6045
00568608,8.592085,-21.744867,25278.92
00569254,4.548573,-24.999962,5127.9688
00569611,8.132273,-20.56964,10002.713
00569635,7.021094,-21.760155,7937.7856
00569666,4.865757,-23.733364,2231.5867
00569862,8.981197,-18.852278,10763.664
00569961,8.679898,-18.93706,8521.614
00581066,5.7910595,-21.971313,3829.1758
00581523,9.154512,-17.491793,8864.344
00581615,3.9018974,-22.522362,8722.05
00581684,4.90412,-22.139763,3307.0403
00581905,8.577757,-18.669964,13099.099
00582261,8.071269,-20.465378,17916.02
00582346,8.936058,-18.084784,9583.255
00582406,4.789787,-21.878654,3783.5703
00582466,2.648834,-21.310564,7151.151
00582995,4.505495,-20.541569,1390.7089
00583244,5.0087323,-22.576628,3241.3396
00583251,9.974348,-16.85019,9967.11
00583305,9.8999,-16.937521,8022.228
00583336,4.616164,-21.019796,1588.4434
00583824,9.507471,-17.894625,15334.973
00583886,4.571317,-22.795519,4328.03
00585392,9.276021,-18.056898,11441.067
00585491,3.73496,-23.55372,7719.557
00585668,2.0772269,-27.48164,18103.146
00585629,9.380736,-18.27227,13767.59
00586535,4.0417275,-26.279129,11755.425
00586662,7.294184,-20.377138,5962.8755
00586099,4.8784437,-24.372303,5279.997
00589069,5.088432,-24.689333,6142.51
00589192,4.531314,-22.697952,1260.1296
00589239,9.770919,-18.169098,8909.095
00589266,7.821127,-20.415852,5839.687
00589306,4.8777556,-22.852962,2076.9324
00589338,11.026638,-16.508411,11154.709
00589369,10.611879,-16.894129,11169.536
00589499,9.507339,-18.045403,9714.924
00590166,9.180262,-17.447079,10186.315
00590860,4.635279,-19.363585,3106.4387
00592663,7.860118,-19.863375,14312.961
00593006,4.4993706,-23.883862,7427.6475
00593519,5.4910774,-24.931108,21174.0
00595060,9.750491,-17.497166,9154.839
00595155,9.87528,-17.30996,9210.892
00595285,4.2382264,-22.08545,2971.2056
00595384,8.941484,-18.496561,10575.762
00596091,9.877145,-17.154375,7789.9136
00596602,5.0697827,-23.919943,7821.5234
00598484,1.6486912,-30.842339,24887.326
00600491,9.244293,-17.129248,11359.705
00601464,10.808577,-16.74357,24161.055
00601825,9.69824,-16.6623,10705.149
00602065,2.8723714,-22.977793,2517.2676
00603249,10.629975,-15.991558,10880.677
00604062,2.8501544,-27.937399,11539.335
00604306,3.5889502,-22.430243,927.0196
00604696,12.080054,-13.3961315,12109.476
00610308,9.750799,-17.539297,15225.858
00611268,3.3472476,-25.811356,6848.2896
00613156,5.5369015,-22.685196,3332.6938
00616195,10.174293,-16.836704,9579.854
00616413,3.6568556,-25.582846,6955.95
00618660,3.9181328,-26.037676,7311.342
00619356,10.660268,-16.915518,10682.4795
00620840,4.790429,-22.91964,4366.5674
00622080,4.582431,-25.042559,12313.107
00623391,2.660317,-26.935947,12471.218
00624190,10.38285,-17.51987,19555.303
00624824,2.5819478,-27.994102,16428.705
00626436,10.733811,-16.547625,11053.781
00626563,11.394127,-15.269245,11463.259
00626832,9.598713,-18.56689,15856.013
00630046,5.209886,-23.082567,5693.763
00630849,11.47387,-14.131788,14540.241
00631020,10.549954,-16.406073,12453.768
00631808,11.415696,-14.409626,12189.037
00631938,9.965987,-17.046194,18213.145
00632468,5.7929273,-21.866392,4726.7793
00632522,5.325343,-23.693083,10621.085
00636206,2.9047482,-25.93483,10050.451
00638203,10.311385,-18.254988,14491.698
00639026,6.9154406,-22.611977,7610.178
00639064,6.9954743,-22.069601,6428.6543
00639453,10.791767,-16.531157,9528.946
00639613,3.4901,-23.737108,5524.4966
00642859,9.451691,-17.901655,17982.383
00643336,4.1089296,-23.53579,3846.868
00644402,4.1524816,-26.419025,13403.168
00646369,8.448913,-19.828922,12726.413
00646052,3.9535632,-22.222267,865.96405
00649056,4.0872836,-24.021067,1282.118
00649346,10.5051365,-16.985512,8751.204
00652086,3.0805063,-22.036663,3166.4172
00652536,10.766258,-15.708721,12783.285
00653632,9.229539,-17.745623,10190.34
00654163,9.99677,-17.382605,13103.7
00654241,8.537174,-18.896124,6706.499
00655664,3.8131094,-23.984732,6170.698
00656306,8.226733,-19.82057,6315.5493
00656626,10.898425,-15.740557,9521.382
00656633,8.618439,-20.807161,22577.713
00656656,7.0904264,-20.818657,6610.433
00656818,10.6334915,-16.449598,12256.382
00656914,10.8985815,-15.908512,9972.872
00659680,9.7207,-17.719889,9044.649
00660065,3.8980398,-23.483479,5869.2646
00660082,4.250908,-23.950912,6388.2383
00660150,5.651101,-22.767694,8764.563
00660365,7.9133973,-18.699076,5922.991
00660396,7.51547,-20.99417,20862.434
00660456,4.7047243,-24.148052,11282.201
00661446,8.851186,-18.806622,15883.617
00661645,5.3509984,-24.508415,20668.33
00661669,6.4263954,-21.244434,9450.631
00662123,7.974484,-19.725876,7824.868
00662168,10.878839,-15.119936,9165.084
00662222,6.555648,-21.646793,6862.223
00662444,2.6732078,-23.909496,11579.99
00663014,10.764531,-16.478437,12362.413
00663489,9.625058,-16.871864,9519.188
00663600,9.618858,-17.670534,12137.24
00663693,3.737068,-25.90159,13281.537
00663861,4.4181013,-21.016953,2614.0293
00663960,3.1464589,-20.310047,5692.484
00664394,10.460626,-16.509613,14295.486
00664416,1.2814792,-24.320053,15370.404
00664964,8.8190775,-17.864397,8771.136
00666066,11.079188,-15.731031,9682.316
00666244,10.881057,-16.550049,13050.933
00666081,5.118096,-24.576487,7701.7812
00666234,9.739369,-18.10953,9915.213
00666401,11.123902,-16.081806,9571.077
00666531,8.197998,-20.11605,9356.335
00668040,10.028559,-18.33742,12366.031
00668156,9.774724,-19.371334,19298.6
00668262,9.193852,-18.887486,9704.314
00668309,8.648654,-19.799429,8434.763
00661216,4.493325,-24.451004,7820.498
00663921,6.5748496,-20.99226,5242.089
00664393,7.496628,-21.537899,18769.258
00666509,2.8992486,-24.87331,11017.564
00668018,6.5568666,-23.928995,14556.326
00668643,4.0008726,-22.099394,3829.748
00668862,9.795072,-18.311705,16827.084
00669869,7.3192725,-20.819946,6932.4316
00680059,2.6441934,-21.666468,7185.4136
00680261,9.473999,-16.780602,8514.768
00680325,8.678186,-17.990215,6910.2505
00681162,7.957333,-19.18358,6984.5645
00683104,9.162966,-19.377844,16300.556
00685108,9.161989,-18.993496,10882.729
00685245,4.203005,-25.535769,9393.768
00686143,10.34025,-17.518549,13425.98
00688314,8.181444,-20.440552,7969.251
00689168,9.63969,-18.36497,9255.788
00689281,10.108222,-17.539204,9382.536
00689426,3.5202823,-25.808979,10597.668
00689616,7.995754,-21.129045,12754.753
00690636,8.153592,-18.736988,10098.468
00692489,8.149214,-19.041988,10563.54
00692922,9.802105,-16.595997,9999.756
00693233,5.052697,-23.400265,5942.746
00693606,7.43921,-20.669254,10761.256
00694599,10.423732,-15.79162,10109.558
00694636,10.161779,-16.52332,9668.901
00694666,7.8280745,-19.221024,5393.385
00694611,5.531387,-22.8113,5691.7817
00695091,7.1372986,-21.996721,14404.603
00695855,4.541121,-22.935848,5905.4473
00696425,7.228913,-21.107128,6311.389
00696432,9.923101,-17.651169,10973.72
00696639,3.6543553,-26.035545,12281.131
00696936,6.742628,-21.267033,6133.2915
00696982,4.436329,-24.74605,9215.399
00696160,4.295954,-24.488468,7896.578
00696545,4.7700334,-24.546213,6751.4165
00696569,2.983318,-21.001905,3868.081
00696583,6.7645817,-21.897667,9533.474
00696590,4.366437,-22.992779,5481.6113
00696863,10.031763,-17.865967,17578.826
00698658,8.559399,-20.089014,14334.773
00699020,3.8671467,-24.369432,9477.452
00699560,9.803859,-18.177402,12131.234
00699594,8.627222,-19.649591,11484.623
00699668,10.184734,-17.040012,9951.041
00699822,4.3073277,-25.394644,11126.248
00700633,8.965302,-17.26335,7420.3647
00700664,7.529869,-19.068424,6616.079
00700931,10.235731,-15.318518,8221.604
00701560,9.254439,-17.083345,8545.355
00701693,3.9281209,-23.38158,2049.4292
00701609,3.229469,-20.24442,-273.4517
00702850,9.357779,-17.367224,11400.663
00703321,3.520619,-24.78762,7008.0996
00705162,8.817706,-19.116596,10953.728
00705660,11.257616,-15.230326,11738.186
00708456,12.164687,-14.963263,14537.1455
00709446,10.360749,-17.390669,10460.968
00709506,1.226198,-22.35173,6052.667
00710053,11.327147,-15.212889,15163.814
00710688,10.7156515,-15.072491,13366.504
00711128,7.399405,-21.183552,13995.575
00713504,10.078881,-16.927134,10362.293
00715096,3.6934366,-24.564798,1370.8202
00715836,3.111391,-21.71225,2043.7318
00716543,4.171897,-24.916735,4020.7102
00716581,2.5817072,-21.630205,2503.424
00718493,12.076614,-14.354551,10764.043
00719315,10.887147,-16.946547,10563.346
00719406,11.131604,-16.454546,9906.203
00721126,10.598316,-16.537651,14897.815
00721162,7.948569,-19.033804,5939.84
00721943,11.2711315,-14.230188,11042.479
00724066,2.9361358,-27.571436,10429.677
00724838,11.582769,-14.3227005,10327.733
00726863,3.1562607,-22.924814,4445.2925
00726266,11.053334,-16.015596,10404.281
00728133,9.974471,-19.134754,17884.178
00728539,10.8454,-16.437849,10479.588
00729031,7.988033,-21.787552,13122.806
00729093,9.161972,-19.883375,15612.029
00729192,8.00047,-20.696966,9073.813
00729291,9.011813,-19.096935,8969.571
00729856,10.08191,-17.281086,9735.038
00729932,8.212192,-21.760468,21748.254
00733526,4.2654557,-24.161318,4815.612
00733632,4.354746,-22.244537,2657.9006
00735659,6.27124,-21.948416,7012.5205
00735810,4.8812146,-24.118572,5310.933
00736319,12.280791,-14.665506,12240.538
00736913,3.94148,-25.845634,9306.611
00738095,9.43001,-20.092493,21918.62
00738101,8.1761875,-20.545895,6072.2964
00738910,2.9747431,-23.939857,9538.101
00740203,9.086057,-18.069817,9756.81
00740210,7.9902296,-21.013582,20090.094
00742221,10.99873,-15.816593,12503.529
00743866,4.0782804,-22.363173,1862.1653
00744492,3.3283443,-20.053246,-95.99819
00745130,9.330333,-18.904242,12581.111
00745642,4.899072,-23.546183,2924.1252
00746165,11.072291,-15.94689,11234.262
00746939,4.280968,-23.062748,2030.3108
00748483,3.3878856,-22.871668,2826.6963
